"parasite_species","parasite_genus","parasite_family","parasite_order","parasite_class","parasite_phylum","host_species","host_genus","host_in_cycle_exposed","to_int_def","exposure_type","likely_undercount","dpi","dose","sample_size","tot_given","tot_recovered","recovery_rate","worm_length","worm_width","worm_volume","imputed_worm_volume","log_ws","host_bm","log_hm","study"
"Baruscapillaria obsignata","Baruscapillaria","Capillariidae","Trichocephalida","Enoplea","Nematoda","Gallus gallus","Gallus","1","Definitive","Individual","no",22,360,11,3960,1913,0.483,0.050407692,0.027107692,1.98e-05,1.98e-05,-10.8298286202638,1889.855556,7.54425567973629,"Wakelin 1965 . J. Helminthol. 39 : 399-412"
"Bothriocephalus claviceps","Bothriocephalus","Bothriocephalidae","Bothriocephalidea","Cestoda","Platyhelminthes","Macrocyclops albidus","Macrocyclops","1","Intermediate","Individual","no",1,18,32,576,112,0.194,0.0385,0.03075,1.96e-05,1.96e-05,-10.8399809917278,7.4e-05,-9.5114454647601,"Dupont and Gabrion 1987 . Parasitol. Res. 73 : 151-158"
"Bothriocephalus claviceps","Bothriocephalus","Bothriocephalidae","Bothriocephalidea","Cestoda","Platyhelminthes","Macrocyclops albidus","Macrocyclops","1","Intermediate","Individual","no",1,18,22,396,77,0.194,0.0385,0.03075,1.96e-05,1.96e-05,-10.8399809917278,7.4e-05,-9.5114454647601,"Dupont and Gabrion 1987 . Parasitol. Res. 73 : 151-158"
"Bothriocephalus claviceps","Bothriocephalus","Bothriocephalidae","Bothriocephalidea","Cestoda","Platyhelminthes","Macrocyclops albidus","Macrocyclops","1","Intermediate","Individual","no",1,18,43,774,121,0.156,0.0385,0.03075,1.96e-05,1.96e-05,-10.8399809917278,7.4e-05,-9.5114454647601,"Dupont and Gabrion 1987 . Parasitol. Res. 73 : 151-158"
"Bothriocephalus claviceps","Bothriocephalus","Bothriocephalidae","Bothriocephalidea","Cestoda","Platyhelminthes","Macrocyclops albidus","Macrocyclops","1","Intermediate","Individual","no",1,18,34,612,51,0.083,0.0385,0.03075,1.96e-05,1.96e-05,-10.8399809917278,7.4e-05,-9.5114454647601,"Dupont and Gabrion 1987 . Parasitol. Res. 73 : 151-158"
"Bothriocephalus claviceps","Bothriocephalus","Bothriocephalidae","Bothriocephalidea","Cestoda","Platyhelminthes","Macrocyclops albidus","Macrocyclops","1","Intermediate","Individual","no",1,18,20,360,26,0.072,0.0385,0.03075,1.96e-05,1.96e-05,-10.8399809917278,7.4e-05,-9.5114454647601,"Dupont and Gabrion 1987 . Parasitol. Res. 73 : 151-158"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",1,3.13,4,13,5,0.415,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",2,3.13,3,9,4,0.415,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",3,3.13,1,3,1,0.32,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",4,3.13,4,13,4,0.32,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",5,3.13,4,13,4,0.32,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",6,3.13,2,6,2,0.32,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",7,3.13,3,9,3,0.32,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",9,3.13,4,13,4,0.32,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",10,3.13,1,3,1,0.383,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",13,3.13,5,16,5,0.32,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",14,3.13,2,6,2,0.32,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus corderoi","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Mesocyclops edax","Mesocyclops","1","Intermediate","Group","no",17,3.13,2,6,2,0.351,0.508,0.0181,0.000130851,0.000130851,-8.94145128667877,2.34e-05,-10.6627745356006,"Torres et al. 2010 . Comp. Parasitol. 77 : 108-113"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,0,0,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,2,0.333,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,3,0.5,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,3,0.5,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,4,0.667,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,4,0.667,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,5,0.833,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,6,1,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,0,0,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,0,0,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,2,0.333,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,2,0.333,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,3,0.5,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,3,0.5,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,3,0.5,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,4,0.667,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,5,0.833,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,5,0.833,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,0,0,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,0,0,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,0,0,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,0,0,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,0,0,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,1,0.167,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,1,0.167,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,1,0.167,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,2,0.333,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,2,0.333,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,3,0.5,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,4,0.667,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,5,0.833,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,5,0.833,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,6,1,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus lacustris","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Gasterosteus aculeatus","Gasterosteus","2","Intermediate","Individual","no",8,6,1,6,6,1,0.75555,0.043065,0.00134706,0.00134706,-6.6098308391161,3.749979091,1.32175026423344,"Benesh 2019 . Journal Helminth. 93 : 172-176"
"Camallanus oxycephalus","Camallanus","Camallanidae","Spirurida","Chromadorea","Nematoda","Cyclops vernalis","Cyclops","1","Intermediate","Individual","no",1,10,80,800,360,0.45,0.635,NA,NA,0.000186839,NA,2.47e-05,-10.6087073143303,"Stromberg and Crites 1974 . J. Parasitol. 60 : 117-124"
"Centrorhynchus milvus","Centrorhynchus","Centrorhynchidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Milvus migrans","Milvus","3","Definitive","Individual","no",12,11,1,11,4,0.363,NA,NA,NA,1.012195248,NA,806.3255473,6.69248756579774,"Marchand and Grita-Timoulali 1990 . Bull. Inst. Fond. Afr. Noire Cheikh Anta Diop 48A : 66-79"
"Centrorhynchus milvus","Centrorhynchus","Centrorhynchidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Milvus migrans","Milvus","3","Definitive","Individual","no",15,14,1,14,1,0.071,NA,NA,NA,1.012195248,NA,806.3255473,6.69248756579774,"Marchand and Grita-Timoulali 1990 . Bull. Inst. Fond. Afr. Noire Cheikh Anta Diop 48A : 66-79"
"Centrorhynchus milvus","Centrorhynchus","Centrorhynchidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Milvus migrans","Milvus","3","Definitive","Individual","no",22,25,1,25,5,0.2,NA,NA,NA,1.012195248,NA,806.3255473,6.69248756579774,"Marchand and Grita-Timoulali 1990 . Bull. Inst. Fond. Afr. Noire Cheikh Anta Diop 48A : 66-79"
"Centrorhynchus milvus","Centrorhynchus","Centrorhynchidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Milvus migrans","Milvus","3","Definitive","Individual","no",32,13,1,13,8,0.615,NA,NA,NA,1.012195248,NA,806.3255473,6.69248756579774,"Marchand and Grita-Timoulali 1990 . Bull. Inst. Fond. Afr. Noire Cheikh Anta Diop 48A : 66-79"
"Centrorhynchus milvus","Centrorhynchus","Centrorhynchidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Milvus migrans","Milvus","3","Definitive","Individual","no",43,31,1,31,7,0.226,NA,NA,NA,1.012195248,NA,806.3255473,6.69248756579774,"Marchand and Grita-Timoulali 1990 . Bull. Inst. Fond. Afr. Noire Cheikh Anta Diop 48A : 66-79"
"Centrorhynchus milvus","Centrorhynchus","Centrorhynchidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Milvus migrans","Milvus","3","Definitive","Individual","no",52,43,1,43,14,0.326,NA,NA,NA,1.012195248,NA,806.3255473,6.69248756579774,"Marchand and Grita-Timoulali 1990 . Bull. Inst. Fond. Afr. Noire Cheikh Anta Diop 48A : 66-79"
"Chabertia ovina","Chabertia","Chabertiidae","Rhabditida","Chromadorea","Nematoda","Ovis aries","Ovis","1","Definitive","Individual","no",6,2000,1,2000,712,0.356,0.719833333,NA,NA,0.000525406,NA,37794.826,10.5399274939321,"Herd 1971 . Int. J. Parasitol. 1 : 189-199"
"Corynosoma semerme","Corynosoma","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Rattus norvegicus","Rattus","3","Definitive","Individual","no",2,42,1,42,26,0.619,1.9,NA,NA,0.737991737,NA,352.7485714,5.86575554083103,"Valtonen and Helle 1982 . Parasitology 85 : 9-19"
"Corynosoma semerme","Corynosoma","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Rattus norvegicus","Rattus","3","Definitive","Individual","no",5,39,1,39,27,0.692,1.9,NA,NA,0.737991737,NA,352.7485714,5.86575554083103,"Valtonen and Helle 1982 . Parasitology 85 : 9-19"
"Corynosoma semerme","Corynosoma","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Rattus norvegicus","Rattus","3","Definitive","Individual","no",8,66,1,66,30,0.455,1.9,NA,NA,0.737991737,NA,352.7485714,5.86575554083103,"Valtonen and Helle 1982 . Parasitology 85 : 9-19"
"Corynosoma semerme","Corynosoma","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Rattus norvegicus","Rattus","3","Definitive","Individual","no",14,44,1,44,21,0.477,1.9,NA,NA,0.737991737,NA,352.7485714,5.86575554083103,"Valtonen and Helle 1982 . Parasitology 85 : 9-19"
"Corynosoma semerme","Corynosoma","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Rattus norvegicus","Rattus","3","Definitive","Individual","no",18,44,1,44,27,0.614,1.9,NA,NA,0.737991737,NA,352.7485714,5.86575554083103,"Valtonen and Helle 1982 . Parasitology 85 : 9-19"
"Corynosoma semerme","Corynosoma","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Rattus norvegicus","Rattus","3","Definitive","Individual","no",21,40,1,40,19,0.475,1.9,NA,NA,0.737991737,NA,352.7485714,5.86575554083103,"Valtonen and Helle 1982 . Parasitology 85 : 9-19"
"Corynosoma semerme","Corynosoma","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala","Rattus norvegicus","Rattus","3","Definitive","Individual","no",28,44,1,44,10,0.227,1.9,NA,NA,0.737991737,NA,352.7485714,5.86575554083103,"Valtonen and Helle 1982 . Parasitology 85 : 9-19"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",2,100,1,100,18,0.18,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",3.5,100,1,100,4,0.04,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",5,100,1,100,2,0.02,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",9,100,1,100,2,0.02,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",11,100,1,100,25,0.25,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",14,100,1,100,23,0.23,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",17,100,1,100,14,0.14,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",22,100,1,100,21,0.21,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",27,100,1,100,31,0.31,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus argentatus","Larus","2","Definitive","Individual","no",53,100,1,100,10,0.1,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,1226.820075,7.11218079581668,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus argentatus","Larus","2","Definitive","Individual","no",64,100,1,100,1,0.01,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,1226.820075,7.11218079581668,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",125,100,1,100,11,0.11,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",212,100,1,100,0,0,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",212,100,1,100,1,0.01,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
"Cosmocephalus obvelatus","Cosmocephalus","Acuariidae","Spirurida","Chromadorea","Nematoda","Larus delawarensis","Larus","2","Definitive","Individual","no",212,100,1,100,2,0.02,1.73275,0.052,0.003480772,0.003480772,-5.66050117071794,504.2896985,6.22315090154903,"Wong and Anderson 1982 . Can. J. Zool. 60 : 1426-1440"
